class
http://knetminer.org/data/rdf/terms/biokno/Unit
http://knetminer.org/data/rdf/terms/biokno/Path
http://knetminer.org/data/rdf/terms/biokno/EvidenceType
http://knetminer.org/data/rdf/terms/biokno/Protein
http://knetminer.org/data/rdf/terms/biokno/Reaction
http://knetminer.org/data/rdf/terms/biokno/EC
http://knetminer.org/data/rdf/terms/biokno/BioProc
http://knetminer.org/data/rdf/terms/biokno/Enzyme
http://knetminer.org/data/rdf/terms/biokno/MolFunc
http://knetminer.org/data/rdf/terms/biokno/Trait
http://knetminer.org/data/rdf/terms/biokno/Publication
http://knetminer.org/data/rdf/terms/biokno/Comp
http://knetminer.org/data/rdf/terms/biokno/CelComp
http://knetminer.org/data/rdf/terms/biokno/ProtDomain
http://knetminer.org/data/rdf/terms/biokno/Gene
http://knetminer.org/data/rdf/terms/biokno/SNP
http://knetminer.org/data/rdf/terms/biokno/Protcmplx
http://knetminer.org/data/rdf/terms/biokno/Phenotype
http://knetminer.org/data/rdf/terms/biokno/Transport
http://knetminer.org/data/rdf/terms/biokno/Accession
http://knetminer.org/data/rdf/terms/biokno/DataSource
http://knetminer.org/data/rdf/terms/biokno/Relation
