class
http://knetminer.org/data/rdf/terms/biokno/Concept
http://knetminer.org/data/rdf/terms/biokno/Treatment
http://knetminer.org/data/rdf/terms/biokno/Timepoint
http://knetminer.org/data/rdf/terms/biokno/Taxon
http://knetminer.org/data/rdf/terms/biokno/SequenceFeature
http://knetminer.org/data/rdf/terms/biokno/Sequence
http://knetminer.org/data/rdf/terms/biokno/PublicationList
http://knetminer.org/data/rdf/terms/biokno/Publication
http://knetminer.org/data/rdf/terms/biokno/ProcessSequence
http://knetminer.org/data/rdf/terms/biokno/PWM
http://knetminer.org/data/rdf/terms/biokno/OntologyTerms
http://knetminer.org/data/rdf/terms/biokno/Localizable
http://knetminer.org/data/rdf/terms/biokno/Interaction
http://knetminer.org/data/rdf/terms/biokno/HierarchyNode
http://knetminer.org/data/rdf/terms/biokno/Group
http://knetminer.org/data/rdf/terms/biokno/ExpressionAffector
http://knetminer.org/data/rdf/terms/biokno/Experiment
http://knetminer.org/data/rdf/terms/biokno/Annotation
http://knetminer.org/data/rdf/terms/biokno/ProtFam
http://knetminer.org/data/rdf/terms/biokno/MicroArrayExperiment
http://knetminer.org/data/rdf/terms/biokno/Disease
http://knetminer.org/data/rdf/terms/biokno/KO
http://knetminer.org/data/rdf/terms/biokno/PhysInt
http://knetminer.org/data/rdf/terms/biokno/GenInt
http://knetminer.org/data/rdf/terms/biokno/Space
http://knetminer.org/data/rdf/terms/biokno/Process
http://knetminer.org/data/rdf/terms/biokno/Participant
http://knetminer.org/data/rdf/terms/biokno/TO
http://knetminer.org/data/rdf/terms/biokno/PlantOntologyTerms
http://knetminer.org/data/rdf/terms/biokno/MeshTerm
http://knetminer.org/data/rdf/terms/biokno/MeSH
http://knetminer.org/data/rdf/terms/biokno/GeneOntologyTerms
http://knetminer.org/data/rdf/terms/biokno/CHEM
http://knetminer.org/data/rdf/terms/biokno/AHDPO
http://knetminer.org/data/rdf/terms/biokno/Path
http://knetminer.org/data/rdf/terms/biokno/NASEQ
http://knetminer.org/data/rdf/terms/biokno/AminoacidSequence
http://knetminer.org/data/rdf/terms/biokno/PolypeptideFeature
http://knetminer.org/data/rdf/terms/biokno/NucleotideFeature
http://knetminer.org/data/rdf/terms/biokno/Organism
http://knetminer.org/data/rdf/terms/biokno/Plant_Hormone
http://knetminer.org/data/rdf/terms/biokno/Cultivar
http://knetminer.org/data/rdf/terms/biokno/At_Mutant
http://knetminer.org/data/rdf/terms/biokno/TRRSubFeature
http://knetminer.org/data/rdf/terms/biokno/TRR
http://knetminer.org/data/rdf/terms/biokno/TFBS
http://knetminer.org/data/rdf/terms/biokno/SubtelomereSubFeature
http://knetminer.org/data/rdf/terms/biokno/Retrotransposon
http://knetminer.org/data/rdf/terms/biokno/Repeat
http://knetminer.org/data/rdf/terms/biokno/QTL
http://knetminer.org/data/rdf/terms/biokno/Pseudogene
http://knetminer.org/data/rdf/terms/biokno/Operon
http://knetminer.org/data/rdf/terms/biokno/ORF
http://knetminer.org/data/rdf/terms/biokno/NonTranscribedRegion
http://knetminer.org/data/rdf/terms/biokno/NcRNAGene
http://knetminer.org/data/rdf/terms/biokno/MultiGeneLocus
http://knetminer.org/data/rdf/terms/biokno/MatingLocusSubFeature
http://knetminer.org/data/rdf/terms/biokno/MatingLocus
http://knetminer.org/data/rdf/terms/biokno/GeneCassette
