"relUri"
"http://www.ondex.org/bioknet/terms/conceptsRelation"
"http://www.ondex.org/bioknet/terms/with_treatment"
"http://www.ondex.org/bioknet/terms/unkwn"
"http://www.ondex.org/bioknet/terms/transport_performed_by"
"http://www.ondex.org/bioknet/terms/takes_up"
"http://www.ondex.org/bioknet/terms/takes"
"http://www.ondex.org/bioknet/terms/taken_by"
"http://www.ondex.org/bioknet/terms/state_change_to"
"http://www.ondex.org/bioknet/terms/sim"
"http://www.ondex.org/bioknet/terms/s_isp"
"http://www.ondex.org/bioknet/terms/rescued_by"
"http://www.ondex.org/bioknet/terms/replaces"
"http://www.ondex.org/bioknet/terms/related"
"http://www.ondex.org/bioknet/terms/qualifiedBy"
"http://www.ondex.org/bioknet/terms/publication_features"
"http://www.ondex.org/bioknet/terms/precedes"
"http://www.ondex.org/bioknet/terms/post-translationally_modifies"
"http://www.ondex.org/bioknet/terms/physical_relation"
"http://www.ondex.org/bioknet/terms/physical_IB_relation"
"http://www.ondex.org/bioknet/terms/physical"
"http://www.ondex.org/bioknet/terms/phosphorylates"
"http://www.ondex.org/bioknet/terms/phenotype_suppressed_by"
"http://www.ondex.org/bioknet/terms/phenotype_enhanced_by"
"http://www.ondex.org/bioknet/terms/overlaps_3'_of"
"http://www.ondex.org/bioknet/terms/occurs_with"
"http://www.ondex.org/bioknet/terms/occurs_in"
"http://www.ondex.org/bioknet/terms/occ_in"
"http://www.ondex.org/bioknet/terms/narrower"
"http://www.ondex.org/bioknet/terms/methylates"
"http://www.ondex.org/bioknet/terms/lethality_caused_with_by"
"http://www.ondex.org/bioknet/terms/it_mi"
"http://www.ondex.org/bioknet/terms/is_translated_from"
"http://www.ondex.org/bioknet/terms/is_transcribed_from"
"http://www.ondex.org/bioknet/terms/is_sequence_of"
"http://www.ondex.org/bioknet/terms/is_pwm_of"
"http://www.ondex.org/bioknet/terms/is_protein_domain_of"
"http://www.ondex.org/bioknet/terms/is_nucleotide_feature_of"
"http://www.ondex.org/bioknet/terms/is_not_location_of"
"http://www.ondex.org/bioknet/terms/is_not_function_of"
"http://www.ondex.org/bioknet/terms/is_mutated_gene_in"
"http://www.ondex.org/bioknet/terms/is_modified_by"
"http://www.ondex.org/bioknet/terms/is_location_of"
"http://www.ondex.org/bioknet/terms/is_function_of"
"http://www.ondex.org/bioknet/terms/is_feature_of"
"http://www.ondex.org/bioknet/terms/is_encoded_by"
"http://www.ondex.org/bioknet/terms/is_elongated_by"
"http://www.ondex.org/bioknet/terms/is_efflux_from"
"http://www.ondex.org/bioknet/terms/is_downstream_from"
"http://www.ondex.org/bioknet/terms/is_chemical_parent_hybride"
"http://www.ondex.org/bioknet/terms/is_chemical_in"
"http://www.ondex.org/bioknet/terms/is_chemical_functional_parent_of"
"http://www.ondex.org/bioknet/terms/is_catalyzed_by"
"http://www.ondex.org/bioknet/terms/is_agent_of"
"http://www.ondex.org/bioknet/terms/is_3'_neighbour_of"
"http://www.ondex.org/bioknet/terms/is_3'_adjacent_to"
"http://www.ondex.org/bioknet/terms/involves"
"http://www.ondex.org/bioknet/terms/inverse_sensu"
"http://www.ondex.org/bioknet/terms/interacts_physically_with"
"http://www.ondex.org/bioknet/terms/interacts_genetically_with"
"http://www.ondex.org/bioknet/terms/inparalogue"
"http://www.ondex.org/bioknet/terms/inhibits"
"http://www.ondex.org/bioknet/terms/hormone_treatment"
"http://www.ondex.org/bioknet/terms/has_subfeature"
"http://www.ondex.org/bioknet/terms/has_relative_sequence_position"
"http://www.ondex.org/bioknet/terms/has_proper_part"
"http://www.ondex.org/bioknet/terms/has_passive_participant"
"http://www.ondex.org/bioknet/terms/has_participant"
"http://www.ondex.org/bioknet/terms/has_occurrence_of"
"http://www.ondex.org/bioknet/terms/has_not_participant"
"http://www.ondex.org/bioknet/terms/has_member"
"http://www.ondex.org/bioknet/terms/has_intermediate"
"http://www.ondex.org/bioknet/terms/has_integral_part"
"http://www.ondex.org/bioknet/terms/has_instance"
"http://www.ondex.org/bioknet/terms/has_expression_of"
"http://www.ondex.org/bioknet/terms/has_contributor"
"http://www.ondex.org/bioknet/terms/has_chemical_substituent_group"
"http://www.ondex.org/bioknet/terms/has_attributive_relation_with"
"http://www.ondex.org/bioknet/terms/has_active_participant"
"http://www.ondex.org/bioknet/terms/hasPreferredConcept"
"http://www.ondex.org/bioknet/terms/hasConcept"
"http://www.ondex.org/bioknet/terms/hasActivity"
"http://www.ondex.org/bioknet/terms/haploinsufficiency_inflicted_by"
"http://www.ondex.org/bioknet/terms/growth_defect_inflicted_by"
"http://www.ondex.org/bioknet/terms/glycosylates"
"http://www.ondex.org/bioknet/terms/gives"
"http://www.ondex.org/bioknet/terms/given_by"
"http://www.ondex.org/bioknet/terms/err"
"http://www.ondex.org/bioknet/terms/dosage_rescue"
"http://www.ondex.org/bioknet/terms/dosage_lethality"
"http://www.ondex.org/bioknet/terms/dosage_growth_defect"
"http://www.ondex.org/bioknet/terms/does_not_annotate"
"http://www.ondex.org/bioknet/terms/di_fr"
"http://www.ondex.org/bioknet/terms/develops_from"
"http://www.ondex.org/bioknet/terms/dev"
"http://www.ondex.org/bioknet/terms/derivable_to"
"http://www.ondex.org/bioknet/terms/der"
"http://www.ondex.org/bioknet/terms/dephosphorylates"
"http://www.ondex.org/bioknet/terms/demethylates"
"http://www.ondex.org/bioknet/terms/cooc_wi"
"http://www.ondex.org/bioknet/terms/consumes"
"http://www.ondex.org/bioknet/terms/colocalized_with"
"http://www.ondex.org/bioknet/terms/broader"
"http://www.ondex.org/bioknet/terms/bound_by"
"http://www.ondex.org/bioknet/terms/att"
"http://www.ondex.org/bioknet/terms/asso_wi"
"http://www.ondex.org/bioknet/terms/anto"
"http://www.ondex.org/bioknet/terms/annotates"
"http://www.ondex.org/bioknet/terms/activates"
"http://www.ondex.org/bioknet/terms/acetylates"
