iri
http://knetminer.org/data/rdf/resources/gene_at3g16840_locus_2086775
http://knetminer.org/data/rdf/resources/gene_at1g05330_locus_2207200
http://knetminer.org/data/rdf/resources/gene_at3g52150_locus_2083810
http://knetminer.org/data/rdf/resources/gene_at3g11180_q9srm3_locus_2074643
http://knetminer.org/data/rdf/resources/gene_at3g15350_locus_2087125
http://knetminer.org/data/rdf/resources/gene_at3g20670_locus_2083430
http://knetminer.org/data/rdf/resources/gene_at3g58585
http://knetminer.org/data/rdf/resources/gene_at5g22410_locus_2176402
http://knetminer.org/data/rdf/resources/gene_at1g49500_locus_2010232
http://knetminer.org/data/rdf/resources/gene_at5g05270_locus_2153539
http://knetminer.org/data/rdf/resources/gene_a0a1p8ayu7_at2g33350_locus_2051099
http://knetminer.org/data/rdf/resources/gene_a0a1p8amq1_at1g48090_locus_2020901
http://knetminer.org/data/rdf/resources/gene_at3g54920_locus_2082667
http://knetminer.org/data/rdf/resources/gene_at3g52380_locus_2079874
http://knetminer.org/data/rdf/resources/gene_at3g20810_locus_2091861
http://knetminer.org/data/rdf/resources/gene_at2g11205
http://knetminer.org/data/rdf/resources/gene_at4g16040_locus_2129965
http://knetminer.org/data/rdf/resources/gene_at3g26730_locus_2090827
http://knetminer.org/data/rdf/resources/gene_at3g50190_locus_2074770
http://knetminer.org/data/rdf/resources/gene_at3g54450_locus_1006230253
http://knetminer.org/data/rdf/resources/gene_at2g28350_locus_2057517
http://knetminer.org/data/rdf/resources/gene_at1g07683
http://knetminer.org/data/rdf/resources/gene_at3g15360_locus_2090126
http://knetminer.org/data/rdf/resources/gene_at4g34440_locus_2139474
http://knetminer.org/data/rdf/resources/gene_at1g50730
http://knetminer.org/data/rdf/resources/gene_at3g07615
http://knetminer.org/data/rdf/resources/gene_a0a1i9llg4_at3g10180_locus_2076294
http://knetminer.org/data/rdf/resources/gene_at1g62120_locus_2018057
http://knetminer.org/data/rdf/resources/gene_at4g33460_locus_2119186
http://knetminer.org/data/rdf/resources/gene_at4g15910_locus_2129795
http://knetminer.org/data/rdf/resources/gene_53655
http://knetminer.org/data/rdf/resources/gene_at2g03770_locus_2044249
http://knetminer.org/data/rdf/resources/gene_at5g24380_locus_2152896
http://knetminer.org/data/rdf/resources/gene_at3g28335
http://knetminer.org/data/rdf/resources/gene_at2g27145_locus_1009023201
http://knetminer.org/data/rdf/resources/gene_at3g52230_locus_2083805
http://knetminer.org/data/rdf/resources/gene_at1g24660
http://knetminer.org/data/rdf/resources/gene_at3g19340_locus_2090639
http://knetminer.org/data/rdf/resources/gene_at3g16780_locus_2089383
http://knetminer.org/data/rdf/resources/gene_at1g09840_locus_2024341
http://knetminer.org/data/rdf/resources/gene_at3g52040_locus_2083755
http://knetminer.org/data/rdf/resources/gene_at3g22000_locus_2095652
http://knetminer.org/data/rdf/resources/gene_at3g46830_locus_2102777
http://knetminer.org/data/rdf/resources/gene_at5g38420_locus_2177416
http://knetminer.org/data/rdf/resources/gene_at5g22400_locus_2176392
http://knetminer.org/data/rdf/resources/gene_at3g45940_locus_2077142
http://knetminer.org/data/rdf/resources/gene_at2g03810_locus_2044294
http://knetminer.org/data/rdf/resources/gene_at3g22072_locus_4515103103
http://knetminer.org/data/rdf/resources/gene_at1g77640_locus_2204730
http://knetminer.org/data/rdf/resources/gene_at3g22320_locus_2087842
http://knetminer.org/data/rdf/resources/gene_at3g51870_locus_2074358
http://knetminer.org/data/rdf/resources/gene_at3g02065_locus_2828586
http://knetminer.org/data/rdf/resources/gene_at3g27810_locus_2089159
http://knetminer.org/data/rdf/resources/gene_at3g53840_locus_2084425
http://knetminer.org/data/rdf/resources/gene_at2g05720_locus_2063349
http://knetminer.org/data/rdf/resources/gene_at1g77200_locus_2195985
http://knetminer.org/data/rdf/resources/gene_at1g49570_locus_2012156
http://knetminer.org/data/rdf/resources/gene_at3g51265_locus_1005716569
http://knetminer.org/data/rdf/resources/gene_at1g50732
http://knetminer.org/data/rdf/resources/gene_at1g50320_locus_2011932
http://knetminer.org/data/rdf/resources/gene_at3g51210_locus_2080993
http://knetminer.org/data/rdf/resources/gene_at3g03750_locus_2079369
http://knetminer.org/data/rdf/resources/gene_at3g02400_locus_2074557
http://knetminer.org/data/rdf/resources/gene_at2g42810_locus_2052345
http://knetminer.org/data/rdf/resources/gene_at1g28760_locus_2018748
http://knetminer.org/data/rdf/resources/gene_at5g22440_locus_2176337
http://knetminer.org/data/rdf/resources/gene_at3g12570_locus_2101227
http://knetminer.org/data/rdf/resources/gene_at5g62610_locus_2172209
http://knetminer.org/data/rdf/resources/gene_at3g46990_locus_2075606
http://knetminer.org/data/rdf/resources/gene_at1g50280_locus_2011882
http://knetminer.org/data/rdf/resources/gene_at3g14330_locus_2090990
http://knetminer.org/data/rdf/resources/gene_at3g11750_locus_2081496
http://knetminer.org/data/rdf/resources/gene_at3g17840_locus_2088500
http://knetminer.org/data/rdf/resources/gene_at1g50820_locus_2036431
http://knetminer.org/data/rdf/resources/gene_at3g52420_locus_2079929
http://knetminer.org/data/rdf/resources/gene_at3g27290_locus_2086548
http://knetminer.org/data/rdf/resources/gene_at5g24470_locus_2184007
http://knetminer.org/data/rdf/resources/gene_at1g64455
http://knetminer.org/data/rdf/resources/gene_at2g05120_locus_2051234
http://knetminer.org/data/rdf/resources/gene_at3g11310_locus_2074703
http://knetminer.org/data/rdf/resources/gene_at1g50340_locus_2011992
http://knetminer.org/data/rdf/resources/gene_at3g15690_locus_2093237
http://knetminer.org/data/rdf/resources/gene_at3g01820_locus_2082329
http://knetminer.org/data/rdf/resources/gene_at4g15500_locus_2130225
http://knetminer.org/data/rdf/resources/gene_at3g51200_locus_2080983
http://knetminer.org/data/rdf/resources/gene_at3g13224_q9lhl2_locus_504955752
http://knetminer.org/data/rdf/resources/gene_at3g23710_locus_2095213
http://knetminer.org/data/rdf/resources/gene_at1g62880_locus_2015514
http://knetminer.org/data/rdf/resources/gene_at3g15970_locus_2093372
http://knetminer.org/data/rdf/resources/gene_at3g52430_locus_2079939
http://knetminer.org/data/rdf/resources/gene_at3g46880_locus_2102727
http://knetminer.org/data/rdf/resources/gene_at1g65000_locus_2010866
http://knetminer.org/data/rdf/resources/gene_at3g54440_f4jcx1_locus_504955713
http://knetminer.org/data/rdf/resources/gene_at1g50690_locus_2015839
http://knetminer.org/data/rdf/resources/gene_at3g47030_locus_2075666
http://knetminer.org/data/rdf/resources/gene_at4g12840_locus_2135733
http://knetminer.org/data/rdf/resources/gene_at3g18850_locus_2087916
http://knetminer.org/data/rdf/resources/gene_at2g28410_locus_2057532
http://knetminer.org/data/rdf/resources/gene_at3g17440_locus_2093601
http://knetminer.org/data/rdf/resources/gene_at2g22660_locus_2065983
http://knetminer.org/data/rdf/resources/gene_at3g22210_locus_2090424
http://knetminer.org/data/rdf/resources/gene_at5g36460
http://knetminer.org/data/rdf/resources/gene_at3g01180_locus_2102102
http://knetminer.org/data/rdf/resources/gene_at4g34460_locus_2139489
http://knetminer.org/data/rdf/resources/gene_at1g30920_locus_2015756
http://knetminer.org/data/rdf/resources/gene_at2g17040_locus_2827676
http://knetminer.org/data/rdf/resources/gene_at5g56555
http://knetminer.org/data/rdf/resources/gene_at3g50630_locus_2101679
http://knetminer.org/data/rdf/resources/gene_at3g16552_locus_1005716541
http://knetminer.org/data/rdf/resources/gene_at1g15690_locus_2036134
http://knetminer.org/data/rdf/resources/gene_at5g22360_locus_2176342
http://knetminer.org/data/rdf/resources/gene_at5g50210_locus_2157747
http://knetminer.org/data/rdf/resources/gene_at5g03885
http://knetminer.org/data/rdf/resources/gene_at1g21720_locus_2036972
http://knetminer.org/data/rdf/resources/gene_at1g05640_locus_2031948
