protWord
TRAESCS4D02G310800.1
TRAESCS3A02G452400.1
TRAESCS2D02G387800.1
TRAESCS4D02G085300.1
TRAESCS7B02G217900.1
TRAESCS3D02G377300.1
TRAESCS4B02G054800.1.CDS1
TRAESCS5B02G278600.2
TRAESCS4B02G259300.1
TRAESCS1B02G357900.1
TRAESCS6D02G078800.1
TRAESCS3A02G167100.1
TRAESCS3A02G137000.1.CDS1
TRAESCS5A02G271200.1
TRAESCS2D02G387800.2
TRAESCS2B02G556100.3
TRAESCS1B02G208400.1
TRAESCS2A02G270400.1
TRAESCS2A02G221200.6
TRAESCS3D02G344100.1
TRAESCS2D02G163000.1
TRAESCS6A02G266400.1
TRAESCS7A02G330900.1
TRAESCS2B02G228600.1
TRAESCS5B02G061000.2
TRAESCS4D02G346500.1
TRAESCS2D02G163000.2
TRAESCS6A02G266400.2
TRAESCS3D02G344100.2
TRAESCS6D02G115200.1
TRAESCS2D02G573700.1
TRAESCS1B02G095100.1
TRAESCS5D02G424100.1
TRAESCS2D02G256100.1
TRAESCS1B02G468800.3
TRAESCS5A02G268100.1
TRAESCS2A02G430600.1
TRAESCS2A02G462200.1
TRAESCS4A02G465400.1.CDS1
TRAESCS4A02G212200.1
TRAESCS5B02G315700.1
TRAESCS3D02G521200.1
TRAESCS7A02G468600.1.CDS1
TRAESCS2A02G379800.1
TRAESCS1B02G468800.2
TRAESCS5B02G226400.1.CDS1
TRAESCS1D02G268900.1
TRAESCS7D02G319900.1.CDS1
TRAESCS6A02G062600.1
TRAESCS2A02G150000.1
TRAESCS4A02G235700.1
TRAESCS3B02G394200.1.CDS1
TRAESCS1A02G171300.1.CDS1
TRAESCS6B02G434600.1
TRAESCS4A02G387500.1.CDS1
TRAESCS5D02G080200.1
TRAESCS6B02G069300.2
TRAESCS5B02G560000.2
TRAESCS5A02G016700.2
TRAESCS1D02G131300.1
TRAESCS2D02G016000.1
TRAESCS6B02G069300.3
TRAESCS3D02G184800.1
TRAESCS1A02G331100.2
TRAESCS1D02G164500.1
TRAESCS5A02G285700.1
TRAESCS6B02G103900.1
TRAESCS3A02G258400.4
TRAESCS5A02G016700.3
TRAESCS6D02G290400.1
TRAESCS4B02G257700.1
TRAESCS3B02G189100.1.CDS1
TRAESCS7A02G311700.1
TRAESCS6B02G132800.1
TRAESCS3D02G184800.2
TRAESCS4D02G060200.1
TRAESCS6B02G069300.4
TRAESCS5B02G516300.1
TRAESCS1B02G334600.4
TRAESCS2A02G130600.1
TRAESCS2B02G193000.1
TRAESCS2D02G159000.1
TRAESCS5B02G560000.1
TRAESCS5A02G016700.1
TRAESCS1D02G131300.2
TRAESCS1B02G334600.3
TRAESCS7B02G450000.2
TRAESCS4D02G012400.1
TRAESCS3A02G305400.1
TRAESCSU02G155200.1.CDS1
TRAESCS4D02G346500.2
TRAESCS3B02G524400.1
TRAESCS1B02G334600.2
TRAESCS2B02G070600.1
TRAESCS3A02G323700.1
TRAESCS3A02G305400.2
TRAESCS6B02G022300.1
TRAESCS3B02G146000.1
TRAESCS2D02G337000.1
TRAESCS1D02G452300.1
TRAESCS2B02G571400.1
TRAESCS7D02G205700.1
TRAESCS3A02G323700.2
TRAESCS4A02G387700.1
TRAESCS5B02G061000.1
TRAESCS4D02G317600.1
TRAESCS5A02G287500.1
TRAESCSU02G198300.1
TRAESCS3A02G323700.3
TRAESCS7B02G037600.1
TRAESCS1A02G397400.1.CDS1
TRAESCS7A02G531500.1
TRAESCS7D02G080400.1
TRAESCS1A02G138200.1
TRAESCS3D02G540600.1
TRAESCS6B02G069300.1
TRAESCS7A02G012400.1
TRAESCS3B02G166800.1
TRAESCSU02G208800.1
TRAESCS4D02G104600.1
TRAESCS1B02G416400.1
TRAESCS2D02G594200.2
TRAESCS2D02G014400.1
TRAESCS1D02G204100.1
TRAESCS7D02G036900.1
TRAESCS2D02G179800.1
TRAESCS5A02G117500.1
TRAESCSU02G072500.1
TRAESCS7D02G009200.2
TRAESCS5A02G318500.3
TRAESCS5A02G173900.1
TRAESCS2D02G181300.1
TRAESCS2D02G480100.1
TRAESCS4A02G260300.1.CDS1
TRAESCS7D02G009200.1
TRAESCS6B02G144500.1
TRAESCS3D02G442100.1
TRAESCS4A02G164000.1
TRAESCS2D02G594200.1
TRAESCS7B02G016400.1
TRAESCS5D02G366500.1
TRAESCS2D02G587700.1
TRAESCS7B02G207300.1
TRAESCS3B02G149200.1
TRAESCS1B02G401000.1
TRAESCS3A02G288200.6
TRAESCS3A02G039500.1
TRAESCS3D02G293700.1
TRAESCS6D02G188300.2
TRAESCS3A02G474800.1
TRAESCS5B02G155500.3
TRAESCS5A02G135700.2
TRAESCS2B02G408400.1
TRAESCS2D02G542100.1
TRAESCS4B02G178900.1
TRAESCS3D02G095300.1
TRAESCS7A02G427600.1
TRAESCS3A02G258400.5
TRAESCS5A02G135700.1
TRAESCS6D02G040200.1.CDS1
TRAESCS7B02G374800.1
TRAESCS5A02G195500.1
TRAESCS2D02G351600.1
TRAESCS4B02G223100.1
TRAESCS5B02G517700.2
TRAESCS4A02G092200.1
TRAESCS7B02G318000.3
TRAESCS2A02G178700.1
TRAESCS6D02G365100.1.CDS1
TRAESCS6D02G377900.1
TRAESCS7D02G472600.1
TRAESCS6B02G129900.1
TRAESCS5A02G322300.1
TRAESCS1B02G414800.1
TRAESCS4A02G172100.1
TRAESCS6D02G188300.1
TRAESCS7B02G318000.1
TRAESCS5D02G382500.1
TRAESCS5B02G330300.1
TRAESCS3A02G127900.1
TRAESCS5D02G080600.1
TRAESCS4D02G216200.1.CDS1
TRAESCS7D02G235700.1
TRAESCS7A02G296100.4
TRAESCS7B02G318000.2
TRAESCS5B02G271300.1
TRAESCS5B02G319600.1
TRAESCS6D02G145400.4
TRAESCS7A02G296100.3
TRAESCS7D02G224200.1
TRAESCS3B02G131500.2
TRAESCS1A02G058700.1
TRAESCS2D02G107800.1
TRAESCS2D02G560100.1
TRAESCS2D02G311000.1
TRAESCSU02G183100.1
TRAESCS1A02G182000.1
TRAESCS4B02G056400.2
TRAESCS1B02G181800.1
TRAESCS6A02G315700.1
TRAESCS6A02G419900.1
TRAESCS1A02G062200.1
TRAESCS7A02G296100.1
TRAESCS4B02G056400.1
TRAESCS1B02G181800.2
TRAESCS2D02G092500.1
TRAESCS5D02G386500.2
TRAESCS4B02G366800.1
TRAESCS7D02G066400.1.CDS1
TRAESCS2A02G050600.2
TRAESCS4A02G397400.1
TRAESCS6B02G313500.3
TRAESCS5D02G386500.1
TRAESCS3B02G576600.1
TRAESCS6B02G354900.2
TRAESCS5A02G274100.1
TRAESCS2D02G287200.3
TRAESCS7D02G401000.1
TRAESCS4D02G002400.1
TRAESCS6D02G265200.2
TRAESCS2D02G287200.4
TRAESCS6A02G003200.1
TRAESCS5B02G460000.1
TRAESCS1B02G164200.1
