protWord
\(1\,2\)
\(1\,2\)fucosyltransferase
\(5-methylaminomethyl-2-thiouridylate\)-methyltransferase
\(GDP-forming\)
\(NAD\)
\(NAD\+\)
\(NADH\)
\(NADP\+\)
\(NADPH\)
\(UDP-forming\)
\(Z\)-gamma-bisabolene
\(acetyl-transferring\)
\(ascorbate\)
\(asymmetrical\)
\(but
\(carboxylating\)
\(chloroplastic\)
\(cytosolic\)
\(decarboxylating\)
\(ferredoxin\)
\(glutamine-hydrolyzing\)
\(glutathione\)
\(mitochondrial\)
\(omega-1\)-hydroxylase
\(phosphorylating\)
\(plastidic\)
\(ubiquinone\)
\/
1
1\,2-alpha-L-fucosidase
1\,2-alpha-mannosidase
1\,2-dioxygenase
1\,3-beta-glucan
1\,3-beta-glucosidase
1\,4-alpha-glucan
1\,6-bisphosphatase
1\,8-cineole
1-acylglycerol-3-phosphate
1-aminocyclopropane-1-carboxylate
1-carboxyvinyltransferase
1-dehydrogenase
1-deoxy-D-xylulose-5-phosphate
1-epimerase
1-kinase
1-phosphatidylinositol
1-phosphatidylinositol-3-kinase
1-phosphatidylinositol-3-phosphate
1-phosphatidylinositol-4-phosphate
11beta-\,
12-oxophytodienoate
13
14
14A
15
16\.6
17\.2
17beta-hydroxysteroid
17beta-ketosteroid
18
18\/21
2
2'\,3'-cyclic-nucleotide
2\,1-aminomutase
2\,3-bisphosphoglycerate-independent
2\,4-cyclodiphosphate
2-C-methyl-D-erythritol
2-alkenal
2-kinase
2-oxidase
2-oxoglutarate
2-oxoglutarate-dependent
2-phosphatase
2-phytyl-1\,4-naphthoquinone
20
20-oxidase
20\.9
22alpha-hydroxylase
23
24
24-C-methyltransferase
27kDa
3
3'\(2'\)\,5'-bisphosphate
3'-O-methyltransferase
3'-monooxygenase
3'-phosphodiesterase
3\,5-epimerase
3-1
3-O-glucosyltransferase
3-beta-dioxygenase
3-chloroallyl
3-dehydrogenase
3-dehydroquinate
3-deoxy-7-phosphoheptulonate
3-deoxy-8-phosphooctulonate
3-dioxygenase
3-epimerase
3-hydroxy-3-methylglutaryl
3-hydroxyacyl-CoA
3-hydroxyacyl-\[acyl-carrier-protein\]
3-hydroxybutyrate
3-hydroxybutyryl-CoA
3-hydroxyisobutyryl-CoA
3-isopropylmalate
3-keto-acyl
3-ketoacyl-ACP
3-ketoacyl-CoA
3-ketodihydrosphinganine
3-mercaptopyruvate
3-oxidase
3-oxoacyl-CoA
3-oxoacyl-\[acyl-carrier-protein\]
3-phosphatidyltransferase
3-phosphoshikimate
3-sn-phosphatidate
39
3beta-hydroxy
4
4\,4-dimethyl-9beta\,19-cyclopropylsterol-4alpha-methyl
4\,6-dehydratase
4-\(cytidine
4-alpha-galacturonosyltransferase
4-alpha-glucanotransferase
4-alpha-methyl-delta7-sterol-4alpha-methyl
4-aminobutyrate
4-coumarate-CoA
4-diphosphocytidyl-2C-methyl-D-erythritol
4-epimerase
4-hydroxy-3-methylbut-2-en-1-yl
4-hydroxybenzoate
4-hydroxylase
4-hydroxyphenylpyruvate
4-kinase
45
46
49kDa
4alpha-methyl-delta7-sterol-4alpha-methyl
5
5'-diphospho\)-2-C-methyl-D-erythritol
5'-phosphate
5-O-glucosyltransferase
5-alpha
5-formyltetrahydrofolate
5-hydroxylase
5-kinase
5-methyltetrahydropteroyltriglutamate-homocysteine
5-oxoprolinase
5-phosphatase
51
5b
5c
6
6-dehydrogenase
6-phosphate
6-phosphofructokinase
6-phosphogluconolactonase
6-xylosyltransferase
6a
7
7\,8-desaturase
7-O-rhamnosyltransferase
71-hydroxychlorophyll
75
8
8-oxo-dGTP
9-\/8-
9-cis-epoxycarotenoid
9-desaturase
A
A1
A2
ADP-glucose
ADP-ribose
ADP-sugar
ADP\:glucose-1-phosphate
ALBINO3
AO1
APR1
APR2
APR3
APS
APS1
APS2
APS3
APS4
AT1G01050-MONOMER
AT1G01190\.2
AT1G01290-MONOMER
AT1G01390\.2
AT1G01510\.1
AT1G01610-MONOMER
AT1G01910
AT1G02000-MONOMER
AT1G02050-MONOMER
AT1G02145\.3
AT1G02310\.2
AT1G02360\.3
AT1G02460
AT1G02660\.1
AT1G02720\.1
AT1G02880-MONOMER
AT1G02890\.1
AT1G02940\.2
AT1G02950\.5
AT1G03020\.1
AT1G03030\.1
AT1G03055\.1
AT1G03210\.2
AT1G03400\.2
AT1G03410
AT1G03520\.1
AT1G04010\.1
AT1G04040
AT1G04290\.1
AT1G04420\.1
AT1G04430\.1
AT1G04580-MONOMER
AT1G04610-MONOMER
AT1G05160-MONOMER
AT1G05610\.2
AT1G05620-MONOMER
AT1G05675\.1
AT1G05790\.3
AT1G05800-MONOMER
AT1G05820\.1
AT1G06290-MONOMER
AT1G06360\.2
AT1G06410
AT1G06515\.1
AT1G06520-MONOMER
AT1G06645
AT1G06730\.1
AT1G06750\.2
AT1G06780-MONOMER
AT1G06830\.1
AT1G07250-MONOMER
AT1G07310\.1
AT1G07380\.2
AT1G07700\.3
AT1G07720\.2
AT1G07745\.1
AT1G08270\.2
AT1G08280\.1
AT1G08310\.2
AT1G08470\.1
AT1G08510-MONOMER
AT1G08570\.1
AT1G08660\.1
AT1G08680\.4
AT1G08940\.1
AT1G08990\.1
AT1G09195\.10
AT1G09400
AT1G09420
AT1G09460\.1
AT1G09610\.1
AT1G09795-MONOMER
AT1G09870
AT1G09880\.3
AT1G09890\.3
AT1G09910\.1
AT1G10060-MONOMER
AT1G10070-MONOMER
AT1G10640
AT1G10700-MONOMER
AT1G10740
AT1G10830-MONOMER
AT1G11390\.1
AT1G11530\.1
AT1G11580\.2
AT1G11600
AT1G11610-MONOMER
AT1G11680-MONOMER
AT1G11840-MONOMER
AT1G11860\.3
AT1G12000-MONOMER
AT1G12230
AT1G12350-MONOMER
AT1G12740
AT1G12850\.1
AT1G13080
AT1G13090\.2
AT1G13100
AT1G13110
AT1G13130\.1
AT1G13140\.1
AT1G13150\.1
AT1G13250\.1
AT1G13640\.1
AT1G13680\.1
AT1G13710\.1
AT1G13820\.1
AT1G13860\.1
AT1G14100
AT1G14110
AT1G14190\.2
AT1G14290-MONOMER
AT1G14430\.1
AT1G14830\.1
AT1G15020
AT1G15040\.1
AT1G15140\.1
AT1G15210\.1
AT1G15410\.1
AT1G15490\.1
AT1G15500\.1
AT1G15520\.1
AT1G15540\.3
AT1G16445\.1
AT1G16720\.2
AT1G16820\.1
AT1G17060
AT1G17300\.2
AT1G17430\.1
AT1G17840\.1
AT1G17890-MONOMER
AT1G17990
AT1G18020
AT1G18180\.1
AT1G18490\.1
AT1G18580-MONOMER
AT1G19170\.1
AT1G19300\.1
AT1G19540
AT1G19600\.1
AT1G19630
AT1G19710\.1
AT1G19730\.1
AT1G19900\.1
AT1G20010\.1
AT1G20050-MONOMER
AT1G20330-MONOMER
AT1G20510-MONOMER
AT1G20560
AT1G20950-MONOMER
AT1G20990\.1
AT1G21065\.1
AT1G21100-MONOMER
AT1G21120-MONOMER
AT1G21350\.5
AT1G21400\.5
AT1G21480\.1
AT1G21530
AT1G21540
AT1G21640-MONOMER
AT1G21920\.1
AT1G22100
AT1G22450\.1
AT1G22650\.1
AT1G22710\.1
AT1G22950\.1
AT1G23160\.1
AT1G23190\.1
AT1G23240\.4
AT1G23250\.1
AT1G23330
AT1G23460
AT1G23800-MONOMER
AT1G24170\.1
AT1G24290\.1
AT1G24360-MONOMER
AT1G24380\.1
AT1G24480\.1
AT1G24540
AT1G24793\.1
AT1G25054\.1
AT1G25145\.1
AT1G25210\.2
AT1G25230\.3
AT1G25375\.1
AT1G26220\.1
AT1G26270\.1
AT1G26380
AT1G26640\.1
AT1G26850\.1
AT1G27480
AT1G27535\.1
AT1G27570\.1
AT1G27930\.1
AT1G28030\.1
AT1G28230\.1
AT1G28430
AT1G28480\.1
AT1G28960\.1
AT1G29520\.1
AT1G29670\.2
AT1G29810\.1
AT1G29840\.1
AT1G29890\.2
AT1G30000\.2
AT1G30110
AT1G30530-MONOMER
AT1G30540\.1
AT1G30560\.1
AT1G30740\.2
AT1G30760\.2
AT1G31020\.1
AT1G31095\.1
AT1G31160\.1
AT1G31190-MONOMER
AT1G31230-MONOMER
AT1G31410\.1
AT1G31670
AT1G31690
AT1G31710
AT1G31770\.1
AT1G31850\.1
AT1G31860-MONOMER
AT1G31930\.1
AT1G31950\.3
AT1G32300\.1
AT1G32380-MONOMER
AT1G32710\.1
AT1G32975\.1
AT1G33170\.1
AT1G33250\.1
AT1G33270\.1
AT1G33540
AT1G33590\.2
AT1G33700
AT1G33720
AT1G33730\.1
AT1G33800\.1
AT1G34200\.1
AT1G34270\.1
AT1G34340\.1
AT1G34540
AT1G35420\.2
AT1G36005\.1
AT1G36580\.1
AT1G36623\.1
AT1G37150\.9
AT1G43800\.1
AT1G44318
AT1G44542\.1
AT1G45145\.1
AT1G45201\.3
