protName
ribonucleoside-diphosphate reductase small subunit A
ATP synthase subunit c
ATP synthase subunit b
ATP synthase subunit a
ATP synthase gamma chain 1
ATP synthase epsilon chain
ATP synthase subunit delta
ATP synthase subunit alpha
ATP synthase subunit beta
ATP synthase gamma chain 2
branched-chain alpha-keto acid decarboxylase E1-beta subunit
branched-chain alpha-keto acid decarboxylase E1-alpha subunit
